QuestionId,QuestionText,QuestionTextLength
635,"I= EediHere are the depths below sea level of 3 creatures:Tuna: -2.6 mRay:~6 mLing: ~1.5 mArrange their depths in ascending order, starting with the deepest1st Tuna1st1st Ling1st Ray2nd2nd Ray2nd Tuna2nd Tuna3rd Ray3rdTuna3rd  Ray3rd LingFodi 2016LingLing",255
636,I= EediWhich of the following is not a quadrilateral?TrapeziumKiteParallelogramPentagonFodi 2016,96
637,I= EediWhat is the value of a?~5Fodi 2016,41
638,I= EediJo and Paulare arguing about =5 and _4Jo says: -5 > -4Paul says: the absolute value of -4 is greater than the absolutevalue of _5Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,204
639,I= Eedi(-5) + (-2)Fodi 2016,27
640,I= EediWhat should replace thesymbols in the followingmodel to represent the15calculation3X5 =5x3?151515=1515=3=5=3Fodi 2016,124
641,I= EediWhat is the area of the rectangle enclosed by thefollowing 4 lines?x =4y = 2x =-1y = 6We needmore12 units?14 units?20 units?informationFodi 2016,151
642,I= Eedin + 6n =6nn7n6n2Cannot besimplifiedFodi 2016,51
643,I= EediWhat is the areaof this shape?104.5Fodi 2016,51
644,I= EediJo says the diagram above represents3 + 18 = 6Paul says the diagram represents 6 x 3 = 18Who is correct?Neither isOnlyOnlyBoth JocorrectPauland PaulFodi 2016,164
645,I= EediHere is a number line:10Which of the following numbers would be placed to the left of3 on the number line?~2Fodi 2016,124
646,I= EediWhat are the two missing numbers?+6~1-5and 5~7 and 5~7 and 65 andFodi 2016+6,83
647,I= EediReflect shape P in line [1and then in line /2.Describe the singletranslation from Pto thefinal image.Fodi 2016,117
648,I= EediWhich of the following fractions is the arrowpointing to?141253Fodi 2016,79
649,I= EediWhat is 2.5 written as a fraction?You cannot write2 52.52decimal numbersfractionsFodi 2016,97
650,I= EediWhat number belongs in the box?5 =-4Fodi 2016,52
651,I= EediofFodi 2016,18
652,I= EediWhat number belongs in the box?(-5)=2~3Fodi 2016,55
653,I= EediJo and Paul are trying to calculate the answer to 28 x 7Jo does this: 30 x7 - 8x7Paul does this: 20 x 7+ 18X 7Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,185
654,I= EedicmWhat is the valueof p in thiscompound shapeScm9cmmade withrectangles?3cm8cmNot enoughinformationFodi 2016,114
655,I= EediTom and Katie are trying to writedifferent calculations for the diagram onthe left:18Tom writes: 3 x (_6) = -18(-18)Katie writes:=-6Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,213
656,I= Eedi12 + 3+ 1X5 =1.52010Fodi 2016,36
657,I= EediWhich of the following has only one pair of parallel lines?SquareRectangleTrapeziumParallelogramFodi 2016,112
658,I= EediJo and Paul are arguing about thisexpression:4p + 2q + 3q - pJo says you can write it as: 3p + SqPaul says you can write it as: 6pq + ZpqWho is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,212
659,IF EcdiTom says the diagram above represents 5 * 4Katie says therepresents 20Whocorrect?OnlyCnlyBcth TomNcithcrconrecdiaeam,123
660,I= EediJo and Paul are arguing about ordering fractions_Jo says15>515Paul says1Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,147
661,I= EediJo and Paul are discussing triangles_Jo savs angles in an isosceles triangle are always acute.Paul says any triangle will have at most one obtuse angle:Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,227
662,I= EediInctto scale]The diagram shows touchingCmcircles with values for radiishown. What is the radius ofthe largest circle?13 cm22 cm26 cmNot enoughinformationFodi 2016,169
663,I= EediCalculate23515521515Fodi 2016,36
664,"I= EediWhich angle is alternate to angle p""Fodi 2016",52
665,I= EediWhich of these is not a multiple of 21?1898421Fodi 2016,62
666,I= Eedi5 X 9 = ?364645451045Fodi 2016,37
667,I= EediWhich of the following quadrilaterals does not necessarily haveat least one pair of equal angles?TrapeziumKiteParallelogramRhombusFodi 2016,146
668,I= EediWhich of the followingstatements is correct?Angle P is largerAngle Q is largerAngles P and QIt is impossible tothan Angle Qthan Angleare the same sizeanswer withoutmeasuringFodi 2016,189
669,I= EediJo and Paulare arguing about thesize of the marked angle:Jo says it is 1208Paul says it is 609Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,169
670,I= EediTom and Katie are arguing aboutwhat term could replace the star inthis addition pyramid.2f + 89Tom says it could be: fKatie says it could be: 2f2gWho is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016,227
671,I= EediWhat should replace the star?8 X 5) +X53812328Fodi 2016C4* 5) =,70
672,I= EediWhat is the name of this mathematical instrument?CompassRulerProtractorPointerFodi 2016,94
673,I= EediWhich symbols make the following statement correct?2Fodi 2016,68
674,I= EediHow would 31 be represented in the Mayan number system?Fodi 2016,71
675,I= EediTom and Katie are arguing about prime numbersTom says that 91 is a prime numberKatie savs that 97 isprime numberWho is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,193
676,I= EediWhat is the value of a?-3~10Fodi 2016,44
677,I= EediThe product oftwo numbers is20.What could the two numbers be?and30-10 and -10-10 and -2-4and 5Fodi 2016,110
678,IF EcdiWnal numberbelongs in the box?,37
679,I= EediWhat time is 30 minutes before midnight?None of these11.3011.30 am11.30 pmanswers iscorrectFodi 2016,107
680,"I= EediWritten as a decimal, what number is the arrow pointing to?10100.20.250.520.333Fodi 2016",95
681,I= EediJoPaul are arguing about squaresThey know the perimeter of each square.Jo says they must also know the perimeter ofthe combined shape_Paul says they must also know the area of thecombined shape:Who is correct?OnlyOnlyBoth JoNeither isJoPauland PaulcorrectFodi 2016and,274
682,I= EediWhat is the order of rotational symmetry of this shape?Fodi 2016,71
683,"I= Eedi[cat t2 $20 0What is the size ofangle k?k420569820908138""Not enoughinformationFodi 2016",94
684,I= EediIsaac starts schoolat 8.40 amHe finishes schoolat 3.10 pmHow many hours does he spend at school?6.56.307.57.30Fodi 2016,126
685,I= EediWhat time will it be 17 hours after 11.00?04.0006.0016.0028.00Fodi 2016,78
686,I= Eedia =1b = 4aba + bWhat symbol should replace the star?Need moreinformationFodi 2016,88
687,I= EediTom and Katie are arguing about the linedrawnonthe circle to the rightTom says it is a diameterKatie says it isradiusWho is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,198
688,I= EediIn which region does 35 belong?Multiples of 3Multiples of 5Fodi 2016,75
689,"I= Eedi[cat t2 $20 0Ifthese two dashed lines are parallel, what size mustangle r be?Not enough12896252oinformationFodi 20161289",127
690,I= EediWhich image completes a symmetric figure usingthe red line of symmetry?Fodi 2016,87
691,"I= EediOrder the times from shortest to longest:8 minutes8 minutes 40minutes500 secondssecondsA, B, C, DD, C,A, BA, D, C, BB, D, C, AFodi 2016",142
692,I= EediCalculate618182Fodi 2016,31
693,I= EediThe perimeter of this isosceles triangle isFind the length of the side labelled with an x_5There is no51010possibleanswerFodi 2016,137
694,I= Eedia and b are differentnumbers.Which of the followingnumbers could this bethe complete factor treefor?30313325Fodi 2016,124
695,I= Eedi[cot to sc4 0j1150What is the size ofangle p80970959105811091150Fodi 2016,80
696,"I= Eedi""Common multiples of 2,3 and 5 are also multiples of30""Is this statement__always truesometimesnever trueImpossible totruesayFodi 2016",140
697,I= EediJoPaul are arguing about how toreflect the object in the line ofreflection. Who reflects it correctly?rceccrionJo does this:Paul does this:OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016and,202
698,I= EediWhat should replace the question mark?510532525Fodi 2016,63
699,I= EediTom and Katie are arguing equivalent fractions_Tom says121520Katie says2515Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,156
700,I= EediWhich line is showing a line of symmetry?7Fodi 2016,58
701,I= EediTom and Katie are arguing about how tocalculate the perimeter of the shape on theright; which is made with 5 identical squaresand 4 identical trianglesTom says you can do: 8 x 7 + 8 X 9Katie says yoU can do: 4x 32Who is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016,294
702,"I= EediWhich of the following questions would use the calculationA pizza is cut into 8 slices,A pizza is cut into 7 slices_Beth eats 7 of them. WhatBeth eats 8 of them. Whatfraction of the pizza is left?fraction of the pizza is left?A pizza is cut intoslicesA pizza is cut into 8 slices_Beth eats 8 of them. WhatBeth eats 7 of them_Whatfraction of the pizza did Bethfraction of the pizza did Betheat?eat?Fodi 20167X",415
703,I= EediWhich of the following fractions is the arrowpointing to?494810010020Fodi 2016,85
704,I= EediWhich triangle has the highest order of rotational symmetry?They each have the sameorder of rotationalsymmetryFodi 2016,126
705,"I= Eedi2.5 CmlWhat is the area14 cmof this rectangle?35 cm233 cm""16.5Not enoughinformationFodi 2016cm?",102
706,I= EediHow would 90 be represented in the Mayan number system?Fodi 2016,71
707,I= EediThe product of two numbers is -24.What could the two numbers be?-3 and -8-4and 6-10 and -12~3and 9Fodi 2016,114
708,I= EediJo and Paulare still arguing about the number written as22X 33 X 52Jo says the number is odd:Paul says the number is 3 timesthan 22X 32 X 52Who is correct?OnlyOnlyBoth JoNeither isJoPauland PaulcorrectFodi 2016bigger ~,225
709,I= EediJo and Paul are talking about statements thatcan be made about the equation on the right.2x = yJo says this is always true: 2x + 1 > yPaul says this is always true:Zx < yWho is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,245
710,I= EediWhich of the following is true?p + q = 1809p +q = 1008p + q = 60p + q = 3609Fodi 2016,92
711,I= EediWhat is the size of the angle markedonthis regular decagon?144914081350Not enoughinformationFodi 2016,108
712,"I= EediWithout measuring, whatcan you say about thearea of this shape?The area is lessThe area is moreThe area is equal toIt is impossible to saythan 13than 13without measuringFodi 2016",185
713,I= EediRectangle P has been20 cmenlarged by a scale factorof 2 to give rectangle Q:32 cmWhat length shouldreplace the star?22 cm40 cm60 cm64 cmFodi 2016,152
714,I= EediJo and Paul are talking about the factors of 6Jo says 1 and 6 are two of the factors of 6Paul says 2 and 3 are the only factors of 6Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,207
715,I= EediWhat fraction should replace the star?0.470.434254040Fodi 2016,69
716,I= EediIf the original shape is this:But ifthe shape changes to this:There are 402 dots in Pattern 100How many dots would therebe in Pattern 100 now?302401400398Fodi 2016,170
717,I= Eedi7n +n =8nn8n7n2Cannot besimplifiedFodi 2016,50
718,I= EediTom and Katie are arguing about enlargementsTom says enlargements always make shapes bigger.Katie says enlargements always have integer scale factors_Who is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016,231
719,I= Eedi2.4 *3.2 =12164 X 25 * 512 X 1624*32Fodi 2016,52
720,I= EediWhat is the perimeter of this shape?10 cm[not to sca e)16 cm26 cm36 cm160 cm42 cmFodi 2016,97
721,I= EediWhich image completes a symmetric figure on the Geo board?Fodi 2016,74
722,I= EediWhat fraction is the arrow pointing to?66There is no4212such fractionFodi 2016,85
723,I= EediWhat is the areaof this shape?Fodi 2016,46
724,I= EediCalculate35155153Fodi 2016,33
725,I= EediWhat is the area of the rectangle enclosed by thefollowing 4 lines?x =5y = -2x =1y = -4We needmore24 units?15 units?units?informationFodi 2016,149
726,I= EediThe blue rectangle has an area of20 cm2Its lengths are enlarged by a scale factorof 3 to produce the pink rectangle:What is the area of the enlarged shape?60 cm21200180 cm2120Fodi 2016cm2cm?,197
727,"I= EediWhat is the size of this angle?158782154838388165""83888Q11 | 091This is not an angleFodi 2016",100
728,I= Eedi24 =22416Fodi 2016,25
729,I= EediJo and Paul are discussingalternate angles_Jo says angles p and q arecorresponding:Paul says angles p and q arealternate.Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,196
730,I= EediWhat sign would make this statement true?130.720You cannotcompare fractionsand decimalsFodi 2016,103
731,I= EediWhich image completes a symmetric figure usingthe red line of symmetry?Fodi 2016,87
732,I= Eedi(-2) x (-6)(-0.25)-34848Fodi 2016,40
733,I= EediHow do you say this fraction?5Three point fiveThree fivesThree fifthsThird fifthsFodi 2016,97
734,I= EediIlncito scalelConstruct the following shape45 Cn'Draw in the other diagonal:24 CWWhat is the length of thisdiagonal?30 cm20 cm24 cm18 cmFodi 2016,152
735,I= EediTom and Katie are trying to calculate the answer to 19 X 8Tom does this: 20 X 8 - 1X 8Katie does this: 10 x 8 + 9X 8Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,197
736,I= Eedi+5What is the value of b?~2Fodi 2016,43
737,I= EediJo and Paul are arguing about shapes theycan construct by joining up pointson thediagram in the right:Jo says you can construct a rhombus:Paul says you can construct an equilateraltriangle:Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,264
738,I= EediWhat number belongs in the box?7 =-3~1010Fodi 2016,57
739,I= EediWhat is the lowest common multiple of 8 and 5?4080They do not have alowest commonmultipleFodi 2016,105
740,I= Eedia = 4=3bbWhat symbol should replace the star?Need moreinformationFodi 2016,81
741,I= EediShape A has been translatedAto get shape B.Describe how many squaresBshape A has been moved4 left and 2 up7 right and 3 down10 right and 1 downright and 2 downFodi 2016,175
742,I= EediA common multiple of 5 and 6 is.1130do not havecommonmultipleFodi 2016They,81
743,I= EediJo and Paulare arguing about factors and multiplesJo says two numbers have an infinite number of common multiples_Paul says the highest common factor of two numbers is always greaterthan 1.Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,264
744,I= Eedia X bX cJo says the statement above is equivalent to: b X c X aPaul says the statement above is equivalent to: (a + b) X cWho is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,197
745,"I= EediJo says you can write this as:n +4 +5Think ofnumber,thennext divide by 5,Paul says you can write this as:n +Who is correct?OnlyBoth JoNeither isPauland PaulcorrectFodi 2016addOnly",186
746,I= Eediscalo]What is the7cmperimeter of this7cmcompound shapemade with12cmrectangles?15cm47 cm46 cm54 cmNot enoughinformationFodi 2016,134
747,"I= EediIfyou list the multiples of 15 in ascendingorder, what is the Sth number in the list?60459075Fodi 2016",109
748,"I= EediTom and Katie are arguing about distance and coordinates_Tom says (3,-2) and (2,-3) are equidistantfrom the origin_Katie says (4,1) and (3,2) are equidistantfrom the origin_Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only",254
749,I= Eedi8 + 12 + 4(8 + 12) + 4Which symbol belongs in the box?Fodi 2016,70
750,I= EediHow many lines of symmetry does this regular shape have?10Fodi 2016,74
751,I= Eedi25 X14 = 25 X (2xWhat should replace the star to make thiscalculation correct?141228Fodi 2016,100
752,I= Eedia = 0.2b = 0.4What is the value of ab2?0.160.320.0320.0064Fodi 2016,74
753,I= EediThe shaded numbers on thisare the commonmultiples of.2 and 83 and 83 and 4Impossible tosayFodi 2016grid,110
754,I= EediTom and Katie are trying to write calculationsbased on thediagram on the left.Tom writes: 15 - 20 = -5Katie writes: (_5) + 20 = 15Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,211
755,I= Eedi(-5) + (-12) = 12 + 5Is this.true because oftrue because ofassociativitycommutativitytrue because offalsedistributivityFodi 2016,135
756,I= EediRectangle P has been5 cmenlarged by a scale factorof 2 to give rectangle Q:7 cmWhat length shouldreplace the star?10 cm14 cm7 cm15 cmFodi 2016,149
757,I= EediWhat is the width of each of the intervals on the number line?5323Fodi 2016,82
758,I= EediTom and Katie are arguing about 42 x 22Tom says 42 x 22 = 64Katie says 42 x 22 = 84Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,164
759,I= EediWhich of the following fractions would liebetween3and Z on a number line?are no1236fractionsbetween thesetwoFodi 2016There,129
760,I= EediWhat sign would make this statement true?110.425You cannotcompare fractionsand decimalsFodi 2016,103
761,"I= Eedi[not to sca &,What is the size of angle y?908720608Not enoughinformationFodi 2016",88
762,"I= EediThe line segment is one side of asquare.Tom saysvertex of the squarecould be (2,-2)_Katie says a vertex of the squarecould be (1,5)_Who is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016",213
763,I= Eedi16641881Fodi 2016,24
764,I= EediWhich statement about the temperatures ~78€ and 58C is true?5*C is 2*C59€ is 128C59€ is 28C58C is 128Ccolder thancolder thanhotter thanhotter than78C7P€78C78CFodi 2016,174
765,I= EediWhich of the following fractions is the arrowpointing to?510Fodi 2016,76
766,I= EediWhat is the shaded angle in this diagram?[catto sc4 0658115050810081308Fodi 2016,87
767,"I= Eedi9 X24 = 9 X+ 9 X180Which of the following sets ofnumbers belong in theboxes?20,4,36,22610,4,36,21620,4,36,21612,12,108,288Fodi 2016",138
768,I= EediWhat is the namegiven to the red linethat intersects thetwo dashed lines?ParallelCorrespondingAlternateTransversalFodi 2016,130
769,I= EediStatement 1:+(-q)-qStatement 2:~(-q) =-qWhat can you say about the above statements fornumbers p andq?OnlyBothOnly statementBoth statementsstatement 2 isstatementsare1 is trueare falsetruetrueFodi 2016,208
770,I= Eedi[cot to sc4 0j1309What is the size ofangle q5091308709Not enoughinformationFodi 2016,91
771,I= EediCalculate164242166Fodi 2016,34
772,I= EediWhat is the size of this angle?15878252483838813283812858This is not an angleFodi 2016,93
773,I= EediWhat is the lowest common multiple of 6 and 7?1342They do not have alowest commonmultipleFodi 2016,105
774,I= EediWhich of the following fractions would liebetween5andon a number line?are no52040fractionsbetween thesetwoFodi 2016There,127
775,I= Eedi5 X6= 5 +?Not possible6Fodi 2016,39
776,"IF EcdeHereareventices Oraparallelogram:What are the coordinatesofvertex?(0,2)(-1,2)(0,3)(2,0)",94
777,I= EediJo and Paul are trying to work out anexpression for the area of this shape:(9-pJrJo says you can do: pr +Paul says you can do: 9prWho is correct?OnlyOnlyBoth JoNeither isJoPauland PaulcorrectFodi 2016,207
778,I= Eedi2.5 CmlWhat is theperimeter of this14 cmrectangle?35 cm33 cm16.5 cmNot enoughinformationFodi 2016,104
779,"I= Eedi499359[not to sca &,What is the size of angle n?13181418968848Fodi 2016",78
780,I= EediWhich angle is alternate to angleFodi 2016,49
781,"I= Eedi3r =Using the diagram, which ofthe following correctlycompletes the equationabove?3w2p2gFodi 2016",104
782,IF EcdiSquafesnaveoecn aitanecd in these putterns:+How many squares would there be in Pattern 6?,96
783,I= EediWrite 40 as a product of prime factors4 X 102x2X5X 52x2X2X51X1x2xX5Fodi 2016,83
784,I= Eedishape has an area ofnIts lengths are enlarged by a scale factorof 4_What is the area of the enlarged shape?4n8n4n216nFodi 2016cm2,136
785,IF EcdiJo and Paulare discussing this ring10 equallyspaced dotsSdvsvoucjn connect dotscrejilrcrularhexagonPaul says You can connect dots =createreRuiampcntokonWhoconeceOnlyCnlyBoth JoNcithcrconrec,196
786,I= EediWhat is the absolute value of _16?-16F416or 4Fodi 2016,61
787,I= Eedi427x7 =400 + 20 + 7280 + 140 + 492800 + 140 + 472800 + 140 + 49Fodi 2016,79
788,I= EediThe sum of two bricks is equalto the brick above_What number should replace5the star?Fodi 2016,101
789,I= EediThe product oftwo numbers is30.What could the two numbers be?-15 and -2~20 and -106 and 5~30 and 0Fodi 2016,114
790,I= Eedi28Which of the following calculations is notrepresented by the diagram above?4 X7 = 284 = 28 + 74 + 28 = 728 = 7x4Fodi 2016,130
791,I= Eedi821610Fodi 2016,22
792,"I= EediJo and Paul are talking about how to calculate theangle markedin this right-angled triangle:Jo says add the 25"" and the 908 and take that25answer away from 180*.Paul says just calculate the difference between 90""and 25""Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016",294
793,I= EediCalculate2 +5105102Fodi 2016,35
794,I= EediJo and Paul are arguing about the resultof this Function Machine:+3Jo says the output is:+3n+3Paul says the output is:Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,193
795,"I= Eedi6 +n 26_nIfn can represent any number, is the statement above _never truesometimesalways trueNeed moretrueinformationFodi 2016",133
796,I= EediWhich of the following fractions is the arrowpointing to?10105Fodi 2016,78
797,I= EediTom and Katie are arguing about adding fractions.Tom says+3>2Katie says< 3Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,155
798,IF Ecdi4CD0 minutesabout_Ednts170 davs6 davs,44
799,I= EediWhich of the following calculationscould this diagram represent?= 13333333312X3312 X364x3 = 1212 X3=4Fodi 2016,117
800,I= Eedi(-3) x (-2)(_0.2)30-330Fodi 2016,39
801,I= EediWhat shape do you get ifyou join up the midpoints of the sides ofthis shape?ParallelogramRhombusKiteRectangleEedi ?010,125
802,I= EediWhich of the following is true?p + q = 909p +q = 1008p + q = 1809p + q = 3609Fodi 2016,93
803,I= Eedi2.1 X400 =8108400840210Fodi 2016,39
804,I= Eedia and b represent different numbers_Tom says: a X b = b X aKatie says: a + b = b + aWho is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,165
805,"I= EediIs the following statement always true, sometimes true, ornever true?A multiple of 4 is a multiple of 20SometimesNot enoughNever trueAlways truetrueinformationdecideFodi 2016",181
806,I= EediWhich angle is allied (co-interior) to angle p?Fodi 2016,63
807,I= EediHow do youthis fraction?6Five point oneFifth sixthsFive sixthsFivve sixeszeroFodi 2016say,96
808,I= EediTom and Katie are arguingabout creating equationsusing the diagram on theright:Tom says: W9Katie says: W4pWho is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016,187
809,I= EediAsha's office is on level 7_Her car is parked in the basement on levelHow many floors does Asha need to go down|to get from the office to her car?10Fodi 2016,164
810,I= EediWhich of these fractions could not be placed between thefractions marked on the number line?5575105150415Fodi 2016,121
811,I= Eedi(4x3) + 24x (3 + 2)Which symbol belongs in the box?Fodi 2016,67
812,I= Eedi18300.540.300.180.6Fodi 2016,35
813,I= EediHere is a number line:Which of the following numbers could be indicated by the arrow?-15-0.50.25Fodi 2016,112
814,Iz EediWhich of the following diagrams shows a diameter?Fodi 2016,65
815,I= EediWhich protractor is positioned correctly to most easilymeasure the obtuse angle below (shown in red)?8 90 % % %AB8 % %80BothNeitherFodi 2016,147
816,"IF EcdiCommon multiples of 3 andarealsomultiples ofthis statement ,JeNjts UULnMenmcnmetImnoxsIblc",97
817,I= EediofFodi 2016,18
818,"EcdiThe IlneI5 aneside 0f & squateWhich of the followingcoordinatescould beVenethe square?(-3,3)(-3,-6)(-1,-3)(-5,3)ECrMeDi",123
819,"I= Eedi@, b and € are different numbersa + b=(a + b) + cIs the above relationship_always truesometimes truenever trueNeed moreinformationFodi 2016",146
820,I= EediWhich shape has a line of symmetry?None of themFodi 2016,63
821,I= EediJo and Paul are arguing about powers_Jo says 94 = 38Paul says 94 = 32 X 32Who is correct?OnlyOnlyBoth JoNeither isJoPauland PaulcorrectFodi 2016,151
822,"I= EediShape P has been rotated 900clockwise about point (5,1) togive shape Q.Now imagine moving shape P atotal of 3 squares to the right,and keeping the same rotation.In which direction would Shapemove?3 right3 left3 down3 upFodi 2016",235
823,I= EediWhat is the order of rotational symmetry of this equilateraltriangle?Fodi 2016,85
824,"I= Eedip,q andr are 3 angles on a straight line_JoPaul are arguing about themlJo says p,q andr must all be acute.Paul says one of the angles must be obtuse:Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016and",227
825,I= EediIf you triple 8 you get_381188824Fodi 2016,49
826,"I= EediJo and Paul are havingconversation about multiplesJo says thatifn is a positive integer that is divisible by 8,then 8 +n will always be a multiple of 8Paul says that ifn is a positive integer, 8n will always be a multipleof 8Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016",300
827,"I= EediPoint S is reflected in the line~XIt is then translated by thevector(0What are the newcoordinates of point S?(-5,3)(-6,2)(-5,1)(-7,3)Fodi 2016y =",152
828,I= Eedi1236Fodi 2016,20
829,I= EediA common factor of 27 and 47 is.27None of theseanswers arecommon factorsFodi 2016,88
830,IF EcdiWhich of the following calculationsrepresentedby the diagram above?45 + 95*9 =459 * 55 + 45 = 6,102
831,IF EcdiWhat numder anosign belong in the box?,45
832,I= EediWhat fraction is the arrow pointing to?55There is no254such fractionFodi 2016,84
833,I= EediTemperatureIpmlamMonday+5Tuesday+8Wednesday+6ThursdayFriday+3Which of the following calculations would correctly work out thedifference between the temperature at 1pm on Thursdayand thetemperature at 1am on Wednesday?(-4) + 77 _ (_4)7 + (_4)7 _ 4Fodi 2016,262
834,I= Eedi~4b = 3aba + bWhat symbol should replace the star?Need moreinformationFodi 2016,86
835,I= EediUsing the key on the right; which of thefollowing expressions give the perimeterof this shape?ppSide lengths2p + 6q3(2p + q)6p + 2q8pqFodi 2016,150
836,I= EediWhat is the output of this Function Machine?pX5+210p7p5(p + 2)Sp + 2Fodi 2016,84
837,"I= EediDescribe the movements toget from point Y to pointZEast 4 squares,north 1 squareWest 3 squaresnorth 1 squareEast 3 squares,north 1 squareWest 3 squaressouth 1 square2018",176
838,"I= EediThe diagram showsanequilateraltriangle and a squareWhat is the size of[not to sca &,angle a?210915092550Not enoughinformationFodi 2016",141
839,I= Eedi1+2X36.252.252.51.75Fodi 2016,36
840,"I= EediIf 15 is a factor ofa number, then another factor ofthat number must be__7 and 830Impossible to sayFodi 2016",115
841,I= EediHow many squares would youneed to shade on this shape toshadeof the whole shape?Fodi 2016,96
842,I= EediCalculate5404046484855Fodi 2016,38
843,I= Eedi1.2X 2.5 =2 X 52x256 X552Fodi 2016,41
844,I= Eedi2n + 6Which expression shouldreplace the star?You can use the images tohelp you ifyou like.4(2n)2(n + 3)3(n + 2)2(4n)Fodi 2016,133
845,IF EediWhat can You say about line~scgments K and L?Ki loneei [JnLCehoderahin LKjndJie {he anleIcnatrLadon tnntncnouch mlormalionKthoul Meaiutina,145
846,I= EediWhat is the size of the angle marked s?Inctto scale]60913581508Not enoughinformationFodi 2016,100
847,I= EediConvert 0.8 to a fraction in its simplestform801010058Fodi 2016,70
848,I= EediWhat is the areaof this shape?2010Fodi 2016,50
849,I= EediWhich calculation is equal to _20?(-3)2 _ 113 x (_4) - (_4)x2-28 _ (_4)x(-2)(-33)(-3) - 31Fodi 2016,106
850,I= EediWhich of the following statements is truewhen n2.5?3n = 4n - 23n < 4n - 23n > 4n - 2Not enoughinformationFodi 2016,121
851,I= EediJo and Paul are still arguing about the number expressed as 22x 33 X52Jo says 6 is a factor of the number_Paul says 45 is a factor of the number.Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,220
852,"I= Eedin X5 >Ifn can represent any number, is the statement above._always truesometimesnever trueNeed moretrueinformationFodi 2016",130
853,"I= EediWhat happens when you remove squares, as shown from left to right inthe diagrams below?The perimeter changesThe area changes butBoth the perimeter and Both the perimeter andbut the area stays thethe perimeter stays thearea changearea stay the samesamesameFodi 2016",271
854,I= EediHow many times doesgo into 12?36164848Fodi 2016,54
855,I= EediWhich of thefollowing is the bestestimate of the size ofthis angle?6099012091608Fodi 2016,96
856,I= EediTom and Katie are arguing about theresult of this Function Machine:X3Tom says the output is: 3n - 12Katie says the output is: 3(n = 4)Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,215
857,I= EediA = 34x 52 x 723A = ?35 x 52 x 7237 x 55 x 75312 X 56 x 7694 X 152 x 212Fodi 2016,88
858,I= EediJo and Paulare talking about different ways ofwriting the expression on the right:Jo says you could write it as:4h)6g24hPaul says you could write it as : 3(2g _Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 20166(98h),241
859,I= EediTom and Katie are arguing about equations theycan write based on the equation on the right:3c = dTom says you could write: 3c ~ 20 = d - 20Katie says you could write: 12c = 4dWho is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,256
860,IF EcdiWork out:,16
861,I= EediHow many smallcubes have beenused to make thislarger cube?362719Fodi 2016,80
862,I= Eedi3n + 1-n - 6 =2n + 52n - 54n + 7-2Fodi 2016,50
